Reporting Account Name,Cusip,Security Description1,Security Description2,Coupon Rate,Maturity Date,Shares,Base Cost,Base Market Value,Base Unrealized Gain/Loss,Fair Value Hierarchy Level,Fair Value Hierarchy Override,Accrued Interest Income,Total Interest Receivable Market,Holdings As Of Date,Price Date,Acctg Status Update (CDT),Reporting Accounting Status,Holdings Price Base,Holdings Price Local,Price Source,Price Source Description,Price Type Description,5500 Category Description,Asset Category Description,Asset Type Description,Security Type Description,Issue Type Description,Asset Types,Security Type,Issuer Name,S&P Issue Quality Rating,S&P Base LT Rating,S&P Base ST Rating,S&P Ultimate LT Rating,S&P Ultimate ST Rating,S&P Parent LT Rating,S&P Parent ST Rating,S&P Quality Rating - Non GRS,Moody's Issue Quality Rating,Moody's Base LT Rating,Moody's Base ST Rating,Moody's Ultimate LT Rating,Moody's Ultimate ST Rating,Moody's Parent LT Rating,Moody's Parent ST Rating,Moody Quality Rating - Non GRS,Worst Rating,Average Issue Quality Rating,Payment Frequency,Payment Frequency Desc,Income Rate Type Desc,Ticker,Frequency Requirement,Frequency Requirement Desc,Position Type,Security Class Type,Fitch Issue Quality Rating,Fitch Base LT Rating,Fitch Ultimate LT Rating,Fitch Parent LT Rating,Parent Issuer Name,Income Rate Type,Asset Mix Description,BNYM Classification - Segment,Mellon Security ID,ISIN,Sedol,Base Currency Description,Bloomberg Market Sector,Issuer Base Currency
MILL TTF EQ-DIV,92942W107,WK KELLOGG CO,,0.00,,"6,936.00","99,926.73","161,886.24","61,959.51",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,23.34,23.34,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,WK Kellogg Co,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,KLG,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,,,,WK Kellogg Co,,USD EQUITY,EQUITIES,92942W107,US92942W1071,BNNJC42,U.S. DOLLAR,Equity,USD
MILLENNIUM TTF MF,922908850,VANGUARD VALUE INDEX-INST,,0.00,,"84,615.17","5,033,013.79","5,165,756.31","132,742.52",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,61.05,61.05,T,IDSI,BID,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY INDEX FUNDS (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,VIVIX,D,DAILY,,EQUITY FUND,,,,,Vanguard Index Funds,,USD EQUITY,EQUITIES,922908850,US9229088508,B0C9XK5,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,166764100,CHEVRON CORP,,0.00,,"23,995.00","2,560,383.39","3,869,673.65","1,309,290.26",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,161.27,161.27,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,OIL & GAS,,COMMON,E,S,Chevron Corp,,AA-,A-1+,AA-,A-1+,AA-,A-1+,NR,,Aa2,P-1,Aa2,P-1,Aa2,P-1,,,,0,INTEREST AT MAT OR NO INTEREST,,CVX,D,DAILY,,OIL & GAS,,WD,WD,WD,Chevron Corp,,USD EQUITY,EQUITIES,166764100,US1667641005,2838555,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,205887102,CONAGRA BRANDS INC,,0.00,,"23,995.00","628,983.19","738,566.10","109,582.91",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,30.78,30.78,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,FOOD PROCESSING,,COMMON,E,S,Conagra Brands Inc,,BBB-,A-3,BBB-,A-3,BBB-,A-3,NR,,Baa3,P-3,Baa3,P-3,Baa3,P-3,,,,0,INTEREST AT MAT OR NO INTEREST,,CAG,D,DAILY,,FOOD BEVERAGE & ALLIED PRODUCTS,,BBB-,BBB-,BBB-,Conagra Brands Inc,,USD EQUITY,EQUITIES,205887102,US2058871029,2215460,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,842587107,SOUTHERN CO/THE,,0.00,,"23,995.00","1,075,052.40","1,763,632.50","688,580.10",1.00,NO,0.00,0.00,4/30/24,4/30/24,5/5/2024 11:00:00 PM,FINAL,73.50,73.50,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,Southern Co/The,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,P-3,,-,0,INTEREST AT MAT OR NO INTEREST,,SO,D,DAILY,,UTILITIES,-,BBB+,BBB+,BBB+,Southern Co/The,,USD EQUITY,EQUITIES,842587107,US8425871071,2829601,U.S. DOLLAR,Equity,USD
MILLENNIUM TTF FI,24422EWL9,JOHN DEERE CAPITAL CORP,4.350% 09/15/2032 DD 09/08/22,0.04,9/15/32,"1,000,000.00","997,260.00","938,900.00","-58,360.00",2.00,NO,"5,558.33","5,558.33",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,93.89,93.89,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,BANKING & FINANCE,BOND,CORP-GOVT,B,B,Deere & Co,A,A,A-1,A,A-1,,,A,A1,A1,P-1,A1,P-1,,,A1,A,A1,2,SEMI-ANNUAL LONG,FIXED RATE,DE,D,DAILY,,FINANCIAL,A+,A+,A+,,John Deere Financial Services Inc,F,USD FIXED INCOME,FIXED INCOME,24422EWL9,US24422EWL90,BMTPQB2,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,3133EMSG8,FEDERAL FARM CR BK CONS BD,1.100% 03/03/2027 DD 03/03/21,0.01,3/3/27,"20,000,000.00","19,978,000.00","17,969,000.00","-2,009,000.00",2.00,NO,"35,444.44","35,444.44",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,89.85,89.85,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133EMSG8,US3133EMSG87,BLR6T99,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133EMUK6,FEDERAL FARM CR BK CONS BD,1.050% 03/25/2026 DD 03/25/21,0.01,3/25/26,"15,000,000.00","15,000,000.00","13,887,750.00","-1,112,250.00",2.00,NO,"15,750.00","15,750.00",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,92.59,92.59,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133EMUK6,US3133EMUK61,BMXC352,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133EMYN6,FEDERAL FARM CR BK CONS BD,0.710% 05/06/2025 DD 05/06/21,0.01,5/6/25,"16,000,000.00","16,000,000.00","15,282,560.00","-717,440.00",2.00,NO,"55,222.22","55,222.22",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,95.52,95.52,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133EMYN6,US3133EMYN64,BMY1GZ9,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133EPK46,FEDERAL FARM CR BK CONS BD,5.730% 12/06/2028 DD 12/06/23,0.06,12/6/28,"10,000,000.00","9,990,000.00","9,974,100.00","-15,900.00",2.00,NO,"230,791.67","230,791.67",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,99.74,99.74,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133EPK46,US3133EPK463,,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133EPWK7,FEDERAL FARM CR BK CONS BD,4.500% 09/22/2028 DD 09/22/23,0.05,9/22/28,"25,000,000.00","24,952,500.00","24,727,000.00","-225,500.00",2.00,NO,"121,875.00","121,875.00",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,98.91,98.91,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,BOND,CORP-GOVT,B,B,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133EPWK7,US3133EPWK74,,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3135G0ZR7,FEDERAL NATL MTG ASSN,2.625% 09/06/2024 DD 09/08/14,0.03,9/6/24,"5,000,000.00","4,954,350.00","4,950,650.00","-3,700.00",2.00,NO,"20,052.08","20,052.08",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,99.01,99.01,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,BOND,CORP-GOVT,B,B,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FNMA,D,DAILY,,FEDERAL AGENCIES,AA+,AA+,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3135G0ZR7,US3135G0ZR78,BQR7XN9,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,713448EQ7,PEPSICO INC,2.250% 03/19/2025 DD 03/19/20,0.02,3/19/25,"3,500,000.00","3,497,515.00","3,405,010.00","-92,505.00",2.00,NO,"9,187.50","9,187.50",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,97.29,97.29,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,FOOD BEVERAGE & TOBACCO,BOND,CORP-GOVT,B,B,PepsiCo Inc,A+,A+,A-1,A+,A-1,A+,A-1,A+,A1,A1,P-1,A1,P-1,A1,P-1,BAA1,A1,A1,1,SEMI-ANNUAL,FIXED RATE,PEP,D,DAILY,,INDUSTRIAL,-,WD,WD,WD,PepsiCo Inc,F,USD FIXED INCOME,FIXED INCOME,713448EQ7,US713448EQ79,BLRBCF1,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,717081EA7,PFIZER INC,3.000% 12/15/2026 DD 11/21/16,0.03,12/15/26,"5,000,000.00","4,957,400.00","4,738,750.00","-218,650.00",2.00,NO,"56,666.67","56,666.67",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,94.78,94.78,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,HEALTH CARE,BOND,CORP-GOVT,B,B,Pfizer Inc,A,A,A-1,A,A-1,A,A-1,A,A2,A2,P-1,A2,P-1,A2,P-1,AAA,A2,A2,2,SEMI-ANNUAL LONG,FIXED RATE,PFE,D,DAILY,,INDUSTRIAL,A,A,A,A,Pfizer Inc,F,USD FIXED INCOME,FIXED INCOME,717081EA7,US717081EA70,BZ3FFG7,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,742718GA1,PROCTER & GAMBLE CO/THE,4.050% 01/26/2033 DD 01/26/23,0.04,1/26/33,"5,000,000.00","4,999,600.00","4,683,950.00","-315,650.00",2.00,NO,"53,437.50","53,437.50",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,93.68,93.68,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,HOUSEHOLD PRODUCTS,BOND,CORP-GOVT,B,B,Procter & Gamble Co/The,AA-,AA-,A-1+,AA-,A-1+,AA-,A-1+,AA-,Aa3,Aa3,P-1,Aa3,P-1,Aa3,P-1,WR,Aa3,AA3,1,SEMI-ANNUAL,FIXED RATE,PG,D,DAILY,,INDUSTRIAL,-,,,,Procter & Gamble Co/The,F,USD FIXED INCOME,FIXED INCOME,742718GA1,US742718GA10,BPX2030,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,882508BG8,TEXAS INSTRUMENTS INC,2.250% 09/04/2029 DD 09/04/19,0.02,9/4/29,"3,500,000.00","3,489,115.00","3,038,560.00","-450,555.00",2.00,NO,"12,468.75","12,468.75",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,86.82,86.82,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,TECHNOLOGY,BOND,CORP-GOVT,B,B,Texas Instruments Inc,A+,A+,A-1,A+,A-1,A+,A-1,A+,Aa3,Aa3,P-1,Aa3,P-1,Aa3,P-1,,A+,A1,1,SEMI-ANNUAL,FIXED RATE,TXN,D,DAILY,,INDUSTRIAL,-,WD,WD,WD,Texas Instruments Inc,F,USD FIXED INCOME,FIXED INCOME,882508BG8,US882508BG82,BK4XWY2,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,907818GB8,UNION PACIFIC CORP,4.500% 01/20/2033 DD 09/09/22,0.05,1/20/33,"5,000,000.00","4,983,050.00","4,723,450.00","-259,600.00",2.00,NO,"63,125.00","63,125.00",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,94.47,94.47,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,TRANSPORTATION,BOND,CORP-GOVT,B,B,Union Pacific Corp,A-,A-,A-2,A-,A-2,A-,A-2,A-,A3,A3,P-2,A3,P-2,A3,P-2,A1,A3,A3,1,SEMI-ANNUAL,FIXED RATE,UNP,D,DAILY,,TRANSPORTATION RAIL,A-,A-,A-,A-,Union Pacific Corp,F,USD FIXED INCOME,FIXED INCOME,907818GB8,US907818GB82,BMDQG11,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,911312BL9,UNITED PARCEL SERVICE INC,2.800% 11/15/2024 DD 11/14/17,0.03,11/15/24,"5,000,000.00","4,982,350.00","4,926,500.00","-55,850.00",2.00,NO,"64,555.56","64,555.56",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,98.53,98.53,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,TRANSPORTATION,BOND,CORP-GOVT,B,B,United Parcel Service Inc,A,A,A-1,A,A-1,A,A-1,A,A2,A2,P-1,A2,P-1,A2,P-1,BAA3,A2,A2,2,SEMI-ANNUAL LONG,FIXED RATE,UPS,D,DAILY,,INDUSTRIAL,-,,,,United Parcel Service Inc,F,USD FIXED INCOME,FIXED INCOME,911312BL9,US911312BL96,BF18MZ6,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,91282CFB2,U S TREASURY NOTE,2.750% 07/31/2027 DD 07/31/22,0.03,7/31/27,"10,000,000.00","9,853,906.25","9,370,300.00","-483,606.25",1.00,NO,"68,750.00","68,750.00",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,93.70,93.70,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US GOVERNMENTS,BOND,CORP-GOVT,B,B,United States of America,AA+,AA+,A-1+,AA+,A-1+,AA+,A-1+,,Aaa,Aaa,,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,T,D,DAILY,,US GOVERNMENT NOTES,AA+,AA+,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,91282CFB2,US91282CFB28,BQ7Y9P4,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,254687FK7,WALT DISNEY CO/THE,1.750% 08/30/2024 DD 09/06/19,0.02,8/30/24,"10,000,000.00","9,959,200.00","9,875,000.00","-84,200.00",2.00,NO,"30,625.00","30,625.00",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,98.75,98.75,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,COMMUNICATIONS,BOND,CORP-GOVT,B,B,Walt Disney Co/The,A-,A-,A-2,A-,A-2,A-,A-2,A-,A2,A2,P-1,A2,P-1,A2,P-1,AAA,A-,A3,1,SEMI-ANNUAL,FIXED RATE,DIS,D,DAILY,,INDUSTRIAL,A-,A-,A-,A-,Walt Disney Co/The,F,USD FIXED INCOME,FIXED INCOME,254687FK7,US254687FK79,BKLMSP5,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,260543DJ9,DOW CHEMICAL CO/THE,5.150% 02/15/2034 DD 02/09/24,0.05,2/15/34,"3,500,000.00","3,499,405.00","3,367,175.00","-132,230.00",2.00,NO,"41,056.94","41,056.94",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,96.21,96.21,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,CHEMICALS,BOND,CORP-GOVT,B,B,Dow Inc,BBB,BBB,A-2,,,,,BBB,Baa1,Baa1,P-2,,,,,,BBB,BAA1,2,SEMI-ANNUAL LONG,FIXED RATE,DOW,D,DAILY,,INDUSTRIAL,BBB+,BBB+,BBB+,BBB+,Dow Inc,F,USD FIXED INCOME,FIXED INCOME,260543DJ9,US260543DJ91,BRRGLM8,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,3133EMBH4,FEDERAL FARM CR BK CONS BD,0.530% 09/29/2025 DD 09/29/20,0.01,9/29/25,"20,000,000.00","19,980,000.00","18,747,400.00","-1,232,600.00",2.00,NO,"9,422.22","9,422.22",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,93.74,93.74,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,BOND,CORP-GOVT,B,B,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133EMBH4,US3133EMBH44,BNDP4K0,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133EMLP5,FEDERAL FARM CR BK CONS BD,0.320% 12/23/2024 DD 12/23/20,0.00,12/23/24,"18,000,000.00","18,000,000.00","17,438,220.00","-561,780.00",2.00,NO,"20,480.00","20,480.00",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,96.88,96.88,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,BOND,CORP-GOVT,B,B,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133EMLP5,US3133EMLP59,BNGJ8Q3,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133EMWH1,FEDERAL FARM CR BK CONS BD,0.710% 04/21/2025 DD 04/21/21,0.01,4/21/25,"20,000,000.00","19,990,000.00","19,133,000.00","-857,000.00",2.00,NO,"3,944.44","3,944.44",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,95.67,95.67,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133EMWH1,US3133EMWH15,BNBW823,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133EN4K3,FEDERAL FARM CR BK CONS BD,5.330% 12/20/2027 DD 12/20/22,0.05,12/20/27,"10,000,000.00","10,000,000.00","9,860,800.00","-139,200.00",2.00,NO,"222,083.33","222,083.33",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,98.61,98.61,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133EN4K3,US3133EN4K33,BMDM5N4,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133EN5C0,FEDERAL FARM CR BK CONS BD,5.370% 12/27/2028 DD 12/27/22,0.05,12/27/28,"10,000,000.00","10,000,000.00","9,890,300.00","-109,700.00",2.00,NO,"223,750.00","223,750.00",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,98.90,98.90,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133EN5C0,US3133EN5C08,BMH8VM9,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133ENGD6,FEDERAL FARM CR BK CONS BD,1.780% 12/06/2028 DD 12/06/21,0.02,12/6/28,"6,450,000.00","6,448,387.50","5,614,918.50","-833,469.00",2.00,NO,"46,242.92","46,242.92",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,87.05,87.05,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133ENGD6,US3133ENGD67,BN4FYZ4,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133EPYC3,FEDERAL FARM CR BK CONS BD,5.360% 10/20/2027 DD 10/20/23,0.05,10/20/27,"10,000,000.00","9,995,000.00","9,934,500.00","-60,500.00",2.00,NO,"13,400.00","13,400.00",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,99.35,99.35,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133EPYC3,US3133EPYC31,,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3134GXCS1,FEDERAL HOME LN MTG CORP,0.625% 11/25/2025 DD 11/25/20,0.01,11/25/25,"15,000,000.00","15,000,000.00","13,981,950.00","-1,018,050.00",2.00,NO,"40,625.00","40,625.00",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,93.21,93.21,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,BOND,CORP-GOVT,B,B,United States of America,AA+,NR,,AA+,A-1+,,,,Aaa,Aaa,P-1,Aaa,,,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FHLMC,D,DAILY,,FEDERAL AGENCIES,AA+,AA+,AA+,,United States Department of the Treasury,F,USD FIXED INCOME,FIXED INCOME,3134GXCS1,US3134GXCS10,BMD5X84,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3134H1PT4,FEDERAL HOME LN MTG CORP,5.150% 01/22/2029 DD 01/22/24,0.05,1/22/29,"10,000,000.00","9,995,000.00","9,907,900.00","-87,100.00",2.00,NO,"141,625.00","141,625.00",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,99.08,99.08,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,BOND,CORP-GOVT,B,B,United States of America,AA+,NR,,AA+,A-1+,,,AA+,Aaa,Aaa,P-1,Aaa,,,,NR,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FHLMC,D,DAILY,,FEDERAL AGENCIES,AA+,AA+,AA+,,United States Department of the Treasury,F,USD FIXED INCOME,FIXED INCOME,3134H1PT4,US3134H1PT45,,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3135G06R9,FEDERAL NATL MTG ASSN,0.550% 01/28/2026 DD 01/28/21,0.01,1/28/26,"15,000,000.00","15,000,000.00","13,853,700.00","-1,146,300.00",2.00,NO,"21,312.50","21,312.50",4/30/24,4/30/24,5/20/2024 10:57:15 AM,REVISED,92.36,92.36,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,BOND,CORP-GOVT,B,B,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FNMA,D,DAILY,,FEDERAL AGENCIES,AA+,AA+,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3135G06R9,US3135G06R90,BN4PX91,U.S. DOLLAR,Govt,USD
