Reporting Account Name,Cusip,Security Description1,Security Description2,Coupon Rate,Maturity Date,Shares,Base Cost,Base Market Value,Base Unrealized Gain/Loss,Fair Value Hierarchy Level,Fair Value Hierarchy Override,Accrued Interest Income,Total Interest Receivable Market,Holdings As Of Date,Price Date,Acctg Status Update (CDT),Reporting Accounting Status,Holdings Price Base,Holdings Price Local,Price Source,Price Source Description,Price Type Description,5500 Category Description,Asset Category Description,Asset Type Description,Security Type Description,Issue Type Description,Asset Types,Security Type,Issuer Name,S&P Issue Quality Rating,S&P Base LT Rating,S&P Base ST Rating,S&P Ultimate LT Rating,S&P Ultimate ST Rating,S&P Parent LT Rating,S&P Parent ST Rating,S&P Quality Rating - Non GRS,Moody's Issue Quality Rating,Moody's Base LT Rating,Moody's Base ST Rating,Moody's Ultimate LT Rating,Moody's Ultimate ST Rating,Moody's Parent LT Rating,Moody's Parent ST Rating,Moody Quality Rating - Non GRS,Worst Rating,Average Issue Quality Rating,Payment Frequency,Payment Frequency Desc,Income Rate Type Desc,Ticker,Frequency Requirement,Frequency Requirement Desc,Position Type,Security Class Type,Fitch Issue Quality Rating,Fitch Base LT Rating,Fitch Ultimate LT Rating,Fitch Parent LT Rating,Parent Issuer Name,Income Rate Type,Asset Mix Description,BNYM Classification - Segment,Mellon Security ID,ISIN,Sedol,Base Currency Description,Bloomberg Market Sector,Issuer Base Currency
MILLENNIUM TTF MF,922040407,VANGUARD INST TTL STK-INST+,,0.00,,"4,677,174.37","248,275,365.77","433,807,923.19","185,532,557.42",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,92.75,92.75,T,IDSI,BID,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY INDEX FUNDS (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,VITPX,D,DAILY,,EQUITY FUND,,,,,Vanguard Institutional Index Funds,,USD EQUITY,EQUITIES,922040407,US9220404076,BW9H4Z8,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,025537101,AMERICAN ELECTRIC POWER CO INC,,0.00,,"23,995.00","1,154,896.36","2,105,321.30","950,424.94",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,87.74,87.74,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,American Electric Power Co Inc,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,P-3,,-,0,INTEREST AT MAT OR NO INTEREST,,AEP,D,DAILY,,UTILITIES,-,BBB,BBB,BBB,American Electric Power Co Inc,,USD EQUITY,EQUITIES,025537101,US0255371017,2026242,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,233331107,DTE ENERGY CO,,0.00,,"23,995.00","1,355,187.96","2,663,684.95","1,308,496.99",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,111.01,111.01,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,ELECTRIC,,COMMON,E,S,DTE Energy Co,,BBB+,A-2,BBB+,A-2,BBB+,A-2,NR,,Baa2,P-2,Baa2,P-2,Baa2,P-2,,,-,0,INTEREST AT MAT OR NO INTEREST,,DTE,D,DAILY,,UTILITIES,-,BBB,BBB,BBB,DTE Energy Co,,USD EQUITY,EQUITIES,233331107,US2333311072,2280220,U.S. DOLLAR,Equity,USD
MILL TTF EQ-DIV,83444M101,SOLVENTUM CORP,,0.00,,"6,381.00","463,631.31","337,427.28","-126,204.03",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,52.88,52.88,T,IDSI,CLOSE,CORPORATE STOCK - COMMON,EQUITY,HEALTH CARE,,COMMON,E,S,Solventum Corp,,BBB-,A-3,BBB-,A-3,BBB-,A-3,,,Baa3,P-3,Baa3,P-3,Baa3,P-3,,,,0,INTEREST AT MAT OR NO INTEREST,,SOLV,D,DAILY,,DRUGS HOSPITAL MEDICAL & DENTAL SUPPLY,,BBB-,BBB-,BBB-,Solventum Corp,,USD EQUITY,EQUITIES,83444M101,US83444M1018,BMTQB43,U.S. DOLLAR,Equity,USD
MILLENNIUM TTF MF,922908850,VANGUARD VALUE INDEX-INST,,0.00,,"85,152.19","5,066,512.94","5,329,675.57","263,162.63",1.00,NO,0.00,0.00,6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,62.59,62.59,T,IDSI,BID,REGISTERED INVESTMENT COMPANIES,EQUITY,US EQUITY INDEX FUNDS (US REGULATED),,COMMON,E,S,Vanguard Group Inc/The,,,,,,,,,,,,,,,,,,,0,INTEREST AT MAT OR NO INTEREST,,VIVIX,D,DAILY,,EQUITY FUND,,,,,Vanguard Index Funds,,USD EQUITY,EQUITIES,922908850,US9229088508,B0C9XK5,U.S. DOLLAR,Equity,USD
MILLENNIUM TTF FI,254687FK7,WALT DISNEY CO/THE,1.750% 08/30/2024 DD 09/06/19,0.02,8/30/24,"10,000,000.00","9,959,200.00","9,932,800.00","-26,400.00",2.00,NO,"59,791.67","59,791.67",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,99.33,99.33,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,COMMUNICATIONS,BOND,CORP-GOVT,B,B,Walt Disney Co/The,A-,A-,A-2,A-,A-2,A-,A-2,A-,A2,A2,P-1,A2,P-1,A2,P-1,AAA,A-,A3,1,SEMI-ANNUAL,FIXED RATE,DIS,D,DAILY,,INDUSTRIAL,A-,A-,A-,A-,Walt Disney Co/The,F,USD FIXED INCOME,FIXED INCOME,254687FK7,US254687FK79,BKLMSP5,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,3130AMK92,FEDERAL HOME LN BK CONS BD,0.550% 11/26/2024 DD 05/26/21,0.01,11/26/24,"3,000,000.00","3,000,000.00","2,938,410.00","-61,590.00",2.00,NO,"1,604.17","1,604.17",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,97.95,97.95,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,BOND,CORP-GOVT,B,B,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FHLB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3130AMK92,US3130AMK928,BJP8F62,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133ELCK8,FEDERAL FARM CR BK CONS BD,2.580% 12/04/2034 DD 12/04/19,0.03,12/4/34,"10,000,000.00","10,000,000.00","8,112,500.00","-1,887,500.00",2.00,NO,"19,350.00","19,350.00",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,81.13,81.13,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,BOND,CORP-GOVT,B,B,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133ELCK8,US3133ELCK80,BK24QH8,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133ENHB9,FEDERAL FARM CR BK CONS BD,1.840% 12/14/2028 DD 12/14/21,0.02,12/14/28,"10,000,000.00","10,000,000.00","8,890,500.00","-1,109,500.00",2.00,NO,"8,688.89","8,688.89",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,88.91,88.91,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133ENHB9,US3133ENHB92,BL6HVF3,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133ENZD5,FEDERAL FARM CR BK CONS BD,4.470% 06/22/2028 DD 06/22/22,0.04,6/22/28,"10,000,000.00","10,000,000.00","9,849,700.00","-150,300.00",2.00,NO,"11,175.00","11,175.00",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,98.50,98.50,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133ENZD5,US3133ENZD56,BLCVS03,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133EPYC3,FEDERAL FARM CR BK CONS BD,5.360% 10/20/2027 DD 10/20/23,0.05,10/20/27,"10,000,000.00","9,995,000.00","9,989,200.00","-5,800.00",2.00,NO,"102,733.33","102,733.33",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,99.89,99.89,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133EPYC3,US3133EPYC31,,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,716973AE2,PFIZER INVESTMENT ENTERPRISES,4.750% 05/19/2033 DD 05/19/23,0.05,5/19/33,"5,000,000.00","4,992,500.00","4,880,950.00","-111,550.00",2.00,NO,"27,048.61","27,048.61",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,97.62,97.62,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,HEALTH CARE,BOND,CORP-GOVT,B,B,Pfizer Inc,A,,,A,A-1,A,A-1,A,A2,A2,,A2,P-1,A2,P-1,AAA,A2,A2,1,SEMI-ANNUAL,FIXED RATE,PFE,D,DAILY,,INDUSTRIAL,WD,,WD,WD,Pfizer Inc,F,NON-USD FIXED INCOME,FIXED INCOME,716973AE2,US716973AE24,BNRR0X7,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,742718GA1,PROCTER & GAMBLE CO/THE,4.050% 01/26/2033 DD 01/26/23,0.04,1/26/33,"5,000,000.00","4,999,600.00","4,806,200.00","-193,400.00",2.00,NO,"87,187.50","87,187.50",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,96.12,96.12,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,HOUSEHOLD PRODUCTS,BOND,CORP-GOVT,B,B,Procter & Gamble Co/The,AA-,AA-,A-1+,AA-,A-1+,AA-,A-1+,AA-,Aa3,Aa3,P-1,Aa3,P-1,Aa3,P-1,WR,Aa3,AA3,1,SEMI-ANNUAL,FIXED RATE,PG,D,DAILY,,INDUSTRIAL,-,,,,Procter & Gamble Co/The,F,USD FIXED INCOME,FIXED INCOME,742718GA1,US742718GA10,BPX2030,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,907818GB8,UNION PACIFIC CORP,4.500% 01/20/2033 DD 09/09/22,0.05,1/20/33,"5,000,000.00","4,983,050.00","4,825,450.00","-157,600.00",2.00,NO,"100,625.00","100,625.00",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,96.51,96.51,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,TRANSPORTATION,BOND,CORP-GOVT,B,B,Union Pacific Corp,A-,A-,A-2,A-,A-2,A-,A-2,A-,A3,A3,P-2,A3,P-2,A3,P-2,A1,A3,A3,1,SEMI-ANNUAL,FIXED RATE,UNP,D,DAILY,,TRANSPORTATION RAIL,A-,A-,A-,A-,Union Pacific Corp,F,USD FIXED INCOME,FIXED INCOME,907818GB8,US907818GB82,BMDQG11,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,91282CHV6,U S TREASURY NOTE,5.000% 08/31/2025 DD 08/31/23,0.05,8/31/25,"25,000,000.00","24,972,656.25","24,980,500.00","7,843.75",1.00,NO,"418,918.92","418,918.92",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,99.92,99.92,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US GOVERNMENTS,BOND,CORP-GOVT,B,B,United States of America,AA+,AA+,A-1+,AA+,A-1+,AA+,A-1+,,Aaa,Aaa,,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,T,D,DAILY,,US GOVERNMENT NOTES,AA+,AA+,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,91282CHV6,US91282CHV63,BMGC3P9,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,91282CKR1,U S TREASURY NOTE,4.500% 05/15/2027 DD 05/15/24,0.05,5/15/27,"10,000,000.00","9,928,906.25","9,988,300.00","59,393.75",1.00,NO,"57,472.83","57,472.83",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,99.88,99.88,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US GOVERNMENTS,BOND,CORP-GOVT,B,B,United States of America,AA+,AA+,A-1+,AA+,A-1+,AA+,A-1+,,Aaa,Aaa,,Aaa,,Aaa,,,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,T,D,DAILY,,US GOVERNMENT NOTES,AA+,AA+,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,91282CKR1,US91282CKR15,BQSB5L2,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,110122EG9,BRISTOL-MYERS SQUIBB CO,5.100% 02/22/2031 DD 02/22/24,0.05,2/22/31,"4,000,000.00","3,993,720.00","4,019,440.00","25,720.00",2.00,NO,"73,100.00","73,100.00",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,100.49,100.49,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,HEALTH CARE,BOND,CORP-GOVT,B,B,Bristol-Myers Squibb Co,A,A,A-1,A,A-1,A,A-1,A,A2,A2,P-1,A2,P-1,A2,P-1,AAA,A2,A2,1,SEMI-ANNUAL,FIXED RATE,BMY,D,DAILY,,INDUSTRIAL,-,WD,WD,WD,Bristol-Myers Squibb Co,F,USD FIXED INCOME,FIXED INCOME,110122EG9,US110122EG99,BPG5RB3,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,097023BU8,BOEING CO/THE,2.800% 03/01/2027 DD 02/16/17,0.03,3/1/27,"5,000,000.00","4,884,900.00","4,604,950.00","-279,950.00",2.00,NO,"46,666.67","46,666.67",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,92.10,92.10,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,AEROSPACE & DEFENSE,BOND,CORP-GOVT,B,B,Boeing Co/The,BBB-,BBB-,A-3,BBB-,A-3,BBB-,A-3,BBB-,Baa3,Baa3,P-3,Baa3,P-3,Baa3,P-3,,Baa3,BAA3,2,SEMI-ANNUAL LONG,FIXED RATE,BA,D,DAILY,,INDUSTRIAL,BBB-,BBB-,BBB-,BBB-,Boeing Co/The,F,USD FIXED INCOME,FIXED INCOME,097023BU8,US097023BU85,BZBZQX3,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,110122DU9,BRISTOL-MYERS SQUIBB CO,2.950% 03/15/2032 DD 03/02/22,0.03,3/15/32,"3,500,000.00","3,487,295.00","3,034,115.00","-453,180.00",2.00,NO,"30,401.39","30,401.39",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,86.69,86.69,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,HEALTH CARE,BOND,CORP-GOVT,B,B,Bristol-Myers Squibb Co,A,A,A-1,A,A-1,A,A-1,A,A2,A2,P-1,A2,P-1,A2,P-1,,A2,A2,2,SEMI-ANNUAL LONG,FIXED RATE,BMY,D,DAILY,,INDUSTRIAL,-,WD,WD,WD,Bristol-Myers Squibb Co,F,USD FIXED INCOME,FIXED INCOME,110122DU9,US110122DU92,BN6V8Q9,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,3130AKV29,FEDERAL HOME LN BK CONS BD,0.650% 08/04/2026 DD 02/04/21,0.01,8/4/26,"10,000,000.00","10,000,000.00","9,174,500.00","-825,500.00",2.00,NO,"26,541.67","26,541.67",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,91.75,91.75,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,BOND,CORP-GOVT,B,B,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FHLB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3130AKV29,US3130AKV291,BKSFFW3,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133ELQ49,FEDERAL FARM CR BK CONS BD,0.700% 06/30/2025 DD 06/30/20,0.01,6/30/25,"13,000,000.00","13,000,000.00","12,405,510.00","-594,490.00",2.00,NO,"45,752.78","45,752.78",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,95.43,95.43,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,BOND,CORP-GOVT,B,B,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133ELQ49,US3133ELQ493,BKSG8P0,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133ENGD6,FEDERAL FARM CR BK CONS BD,1.780% 12/06/2028 DD 12/06/21,0.02,12/6/28,"6,450,000.00","6,448,387.50","5,721,795.00","-726,592.50",2.00,NO,"7,972.92","7,972.92",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,88.71,88.71,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133ENGD6,US3133ENGD67,BN4FYZ4,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133ENXV7,FEDERAL FARM CR BK CONS BD,4.330% 06/02/2031 DD 06/02/22,0.04,6/2/31,"10,000,000.00","10,000,000.00","9,693,500.00","-306,500.00",2.00,NO,"34,880.56","34,880.56",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,96.94,96.94,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133ENXV7,US3133ENXV72,BMV12Q5,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133ENYM6,FEDERAL FARM CR BK CONS BD,3.780% 06/08/2028 DD 06/08/22,0.04,6/8/28,"5,000,000.00","5,000,000.00","4,834,400.00","-165,600.00",2.00,NO,"12,075.00","12,075.00",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,96.69,96.69,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133ENYM6,US3133ENYM64,BM8V5Q9,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133EPAT2,FEDERAL FARM CR BK CONS BD,5.600% 02/14/2030 DD 02/14/23,0.06,2/14/30,"10,000,000.00","10,000,000.00","9,973,300.00","-26,700.00",2.00,NO,"213,111.11","213,111.11",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,99.73,99.73,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133EPAT2,US3133EPAT22,,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,3133EPU29,FEDERAL FARM CR BK CONS BD,5.440% 01/09/2029 DD 01/09/24,0.05,1/9/29,"10,000,000.00","10,000,000.00","9,971,000.00","-29,000.00",2.00,NO,"259,911.11","259,911.11",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,99.71,99.71,T,IDSI,CLOSE,U. S. GOVERNMENT SECURITIES,FIXED INCOME SECURITIES,US AGENCIES,MBS - MORTGAGE BACKED,CORP-GOVT,B,G,United States of America,AA+,,,AA+,A-1+,AA+,A-1+,AA+,Aaa,Aaa,P-1,Aaa,,Aaa,,AAA,AA+,AA1,1,SEMI-ANNUAL,FIXED RATE,FFCB,D,DAILY,,FEDERAL AGENCIES,AA+,,AA+,AA+,United States of America,F,USD FIXED INCOME,FIXED INCOME,3133EPU29,US3133EPU298,,U.S. DOLLAR,Govt,USD
MILLENNIUM TTF FI,459200JZ5,INTERNATIONAL BUSINESS MACHINE,3.300% 05/15/2026 DD 05/15/19,0.03,5/15/26,"10,000,000.00","9,981,400.00","9,663,800.00","-317,600.00",2.00,NO,"42,166.67","42,166.67",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,96.64,96.64,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,TECHNOLOGY,BOND,CORP-GOVT,B,B,International Business Machines Corp,A-,A-,A-2,A-,A-2,A-,A-2,A-,A3,A3,P-2,A3,P-2,A3,P-2,WR,A3,A3,1,SEMI-ANNUAL,FIXED RATE,IBM,D,DAILY,,INDUSTRIAL,A-,A-,A-,A-,International Business Machines Corp,F,USD FIXED INCOME,FIXED INCOME,459200JZ5,US459200JZ55,BK592B6,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,532457CL0,ELI LILLY & CO,4.700% 02/09/2034 DD 02/09/24,0.05,2/9/34,"5,000,000.00","4,998,400.00","4,912,650.00","-85,750.00",2.00,NO,"92,694.44","92,694.44",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,98.25,98.25,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,HEALTH CARE,BOND,CORP-GOVT,B,B,Eli Lilly & Co,A+,A+,A-1,A+,A-1,A+,A-1,A+,A1,A1,P-1,A1,P-1,A1,P-1,WR,A1,A1,1,SEMI-ANNUAL,FIXED RATE,LLY,D,DAILY,,INDUSTRIAL,-,WD,WD,WD,Eli Lilly & Co,F,USD FIXED INCOME,FIXED INCOME,532457CL0,US532457CL03,BRK3JV1,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,713448FR4,PEPSICO INC,4.450% 05/15/2028 DD 02/15/23,0.04,5/15/28,"5,000,000.00","4,993,300.00","4,969,200.00","-24,100.00",2.00,NO,"28,430.56","28,430.56",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,99.38,99.38,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,FOOD BEVERAGE & TOBACCO,BOND,CORP-GOVT,B,B,PepsiCo Inc,A+,A+,A-1,A+,A-1,A+,A-1,A+,A1,A1,P-1,A1,P-1,A1,P-1,BAA1,A1,A1,2,SEMI-ANNUAL LONG,FIXED RATE,PEP,D,DAILY,,INDUSTRIAL,-,WD,WD,WD,PepsiCo Inc,F,USD FIXED INCOME,FIXED INCOME,713448FR4,US713448FR44,,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,716973AD4,PFIZER INVESTMENT ENTERPRISES,4.650% 05/19/2030 DD 05/19/23,0.05,5/19/30,"5,000,000.00","4,991,150.00","4,933,400.00","-57,750.00",2.00,NO,"26,479.17","26,479.17",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,98.67,98.67,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,HEALTH CARE,BOND,CORP-GOVT,B,B,Pfizer Inc,A,,,A,A-1,A,A-1,A,A2,A2,,A2,P-1,A2,P-1,WR,A2,A2,1,SEMI-ANNUAL,FIXED RATE,PFE,D,DAILY,,INDUSTRIAL,WD,,WD,WD,Pfizer Inc,F,NON-USD FIXED INCOME,FIXED INCOME,716973AD4,US716973AD41,BNRR112,U.S. DOLLAR,Corp,USD
MILLENNIUM TTF FI,806854AJ4,SCHLUMBERGER INVESTMENT SA,2.650% 06/26/2030 DD 06/26/20,0.03,6/26/30,"4,500,000.00","4,482,360.00","3,964,140.00","-518,220.00",2.00,NO,"1,656.25","1,656.25",6/30/24,6/28/24,7/4/2024 8:08:05 PM,FINAL,88.09,88.09,T,IDSI,CLOSE,CORPORATE DEBT INSTRUMENTS,FIXED INCOME SECURITIES,OIL & GAS,BOND,CORP-GOVT,B,B,Schlumberger NV,A,,,A,A-1,A,A-1,A,A2,A2,P-1,A2,,A2,,A2,A2,A2,1,SEMI-ANNUAL,FIXED RATE,SLB,D,DAILY,,GAS TRANSMISSION,-,,,,Schlumberger NV,F,NON-USD FIXED INCOME,FIXED INCOME,806854AJ4,US806854AJ48,,U.S. DOLLAR,Corp,USD
